"","id","premise","hypothesis","trial","response","confusing","confusing_reason","type","Answer.condition","Answer.time_in_minutes","anon_id","expected_resp"
"1","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",13,100,0,"","filler",2,5.72861666666667,20,"entailment"
"2","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",22,100,0,"","filler",0,12.77305,25,"entailment"
"3","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",25,100,0,"","filler",0,9.44943333333333,7,"entailment"
"4","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",19,100,0,"","filler",1,5.56898333333333,22,"entailment"
"5","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",22,100,0,"","filler",1,7.32883333333333,44,"entailment"
"6","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",27,100,0,"","filler",0,10.8565666666667,26,"entailment"
"7","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",4,100,0,"","filler",2,14.1468166666667,15,"entailment"
"8","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",3,100,0,"","filler",0,11.8171833333333,35,"entailment"
"9","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",21,100,0,"","filler",2,8.98335,32,"entailment"
"10","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",11,99.46,0,"","filler",0,5.61081666666667,36,"entailment"
"11","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",16,100,0,"","filler",1,7.56463333333333,8,"entailment"
"12","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",13,100,0,"","filler",2,6.38358333333333,45,"entailment"
"13","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",21,100,0,"","filler",2,13.6430166666667,48,"entailment"
"14","100061e_filler","American 77 traveled undetected for 36 minutes on a course heading due east for Washington, D.C.","American 77 traveled on a course heading east to Washington, D.C",15,100,0,"","filler",1,4.52216666666667,2,"entailment"
"15","100301e_filler","I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.","There are simpler ways of building an English vocabulary besides studying Latin syntax.",16,74.57,0,"","filler",0,3.02443333333333,22,"entailment"
"16","100301e_filler","I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.","There are simpler ways of building an English vocabulary besides studying Latin syntax.",16,99.51,0,"","filler",0,6.1534,44,"entailment"
"17","100301e_filler","I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.","There are simpler ways of building an English vocabulary besides studying Latin syntax.",19,94.05,0,"","filler",0,8.40143333333333,92,"entailment"
"18","100301e_filler","I'm all for Latin courses, but there's an easier way of building your English vocabulary then plowing through the intricacies of Latin morphology and syntax.","There are simpler ways of building an English vocabulary besides studying Latin syntax.",23,100,0,"","filler",0,3.0763,2,"entailment"
"19","100332c_filler","We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.","He argued that we should recklessly destroy all the things that we care the most about.",5,0.03,0,"","filler",0,8.62843333333333,11,"contradiction"
"20","100332c_filler","We should seek to achieve the most good or benefit, with the least harm and destruction of things that we value, he argued.","He argued that we should recklessly destroy all the things that we care the most about.",18,0,0,"","filler",0,6.78455,44,"contradiction"
"21","100353e_filler","Please send your check today.","Donate your money today.",16,50,0,"","filler",1,8.97845,119,"entailment"
"22","100353e_filler","Please send your check today.","Donate your money today.",26,45.36,0,"","filler",0,6.9623,145,"entailment"
"23","100353e_filler","Please send your check today.","Donate your money today.",19,99.85,0,"","filler",0,10.5755166666667,118,"entailment"
"24","100353e_filler","Please send your check today.","Donate your money today.",21,50.3,0,"","filler",1,17.3181333333333,46,"entailment"
"25","100353e_filler","Please send your check today.","Donate your money today.",22,99.16,0,"","filler",1,13.5998833333333,94,"entailment"
"26","100353e_filler","Please send your check today.","Donate your money today.",13,24.02,0,"","filler",0,8.39836666666667,28,"entailment"
"27","100353e_filler","Please send your check today.","Donate your money today.",15,50.9,0,"","filler",1,6.2083,125,"entailment"
"28","100353e_filler","Please send your check today.","Donate your money today.",10,50,0,"","filler",1,7.93583333333333,130,"entailment"
"29","100353e_filler","Please send your check today.","Donate your money today.",13,50.15,0,"","filler",0,5.79115,127,"entailment"
"30","100353e_filler","Please send your check today.","Donate your money today.",14,93.47,0,"","filler",0,28.4215,34,"entailment"
"31","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",17,7.05,0,"","filler",0,9.97678333333333,7,"contradiction"
"32","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",19,0,0,"","filler",1,9.28896666666667,84,"contradiction"
"33","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",13,0,0,"","filler",0,13.4970333333333,52,"contradiction"
"34","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",12,0,0,"","filler",1,30.5690333333333,77,"contradiction"
"35","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",15,0,0,"","filler",1,37.9004333333333,128,"contradiction"
"36","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",9,0,0,"","filler",1,19.60525,27,"contradiction"
"37","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",16,0,0,"","filler",0,15.9196666666667,48,"contradiction"
"38","100623c_filler","On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.","There aren't any areas of historic interest on Menorca.",10,0,0,"","filler",0,9.972,97,"contradiction"
"39","100768c_filler","well in a way you can travel light","You have to travel heavy. ",7,0,0,"","filler",2,8.81745,20,"contradiction"
"40","100768c_filler","well in a way you can travel light","You have to travel heavy. ",21,5.19,0,"","filler",0,9.69083333333333,25,"contradiction"
"41","100768c_filler","well in a way you can travel light","You have to travel heavy. ",12,0.78,0,"","filler",0,10.92935,7,"contradiction"
"42","100768c_filler","well in a way you can travel light","You have to travel heavy. ",14,0,0,"","filler",2,13.6156833333333,39,"contradiction"
"43","100768c_filler","well in a way you can travel light","You have to travel heavy. ",23,17.68,0,"","filler",1,4.59831666666667,22,"contradiction"
"44","100768c_filler","well in a way you can travel light","You have to travel heavy. ",18,0,0,"","filler",1,6.60655,44,"contradiction"
"45","100768c_filler","well in a way you can travel light","You have to travel heavy. ",7,1.89,0,"","filler",0,39.7649,26,"contradiction"
"46","100768c_filler","well in a way you can travel light","You have to travel heavy. ",18,0,0,"","filler",2,7.65061666666667,15,"contradiction"
"47","100768c_filler","well in a way you can travel light","You have to travel heavy. ",27,0,0,"","filler",2,15.3966166666667,32,"contradiction"
"48","100768c_filler","well in a way you can travel light","You have to travel heavy. ",12,0.98,0,"","filler",0,26.8538333333333,36,"contradiction"
"49","100768c_filler","well in a way you can travel light","You have to travel heavy. ",3,0.09,0,"","filler",1,7.41091666666667,8,"contradiction"
"50","100768c_filler","well in a way you can travel light","You have to travel heavy. ",21,0,0,"","filler",2,14.3544,48,"contradiction"
"51","100768c_filler","well in a way you can travel light","You have to travel heavy. ",27,0,0,"","filler",1,14.7214666666667,13,"contradiction"
"52","100768c_filler","well in a way you can travel light","You have to travel heavy. ",26,8.57,0,"","filler",0,44.7930333333333,34,"contradiction"
"53","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",24,95.08,0,"","filler",1,14.2989,64,"neutral"
"54","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",23,2.4,0,"","filler",1,16.068,85,"neutral"
"55","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",27,94.33,0,"","filler",0,8.75403333333333,39,"neutral"
"56","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",15,100,0,"","filler",1,7.61418333333333,44,"neutral"
"57","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",9,90.33,0,"","filler",1,8.33143333333333,78,"neutral"
"58","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",9,50.6,1,"there is no talk of fluctuation, so it can't be impossible or certain","filler",0,8.81083333333333,54,"neutral"
"59","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",14,67.16,0,"","filler",1,19.5168,63,"neutral"
"60","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",6,96.6,0,"","filler",0,25.1584,108,"neutral"
"61","10080n_filler","In that case, price discrimination can survive.","When dealing with big ticket items, prices can fluctuate.",8,0.49,0,"","filler",0,13.6752666666667,60,"neutral"
"62","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",20,100,0,"","filler",0,6.33378333333333,39,"entailment"
"63","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",15,35.53,1,"The text states ""challengers"", not ""challenges"".","filler",0,15.0486666666667,26,"entailment"
"64","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",21,100,0,"","filler",0,15.9641333333333,117,"entailment"
"65","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",10,100,0,"","filler",1,12.5423166666667,77,"entailment"
"66","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",26,100,0,"","filler",1,19.3102666666667,66,"entailment"
"67","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",3,98.92,0,"","filler",0,11.6577166666667,133,"entailment"
"68","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",5,100,0,"","filler",1,10.8850166666667,111,"entailment"
"69","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",13,97.7,0,"","filler",1,3.47673333333333,2,"entailment"
"70","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",17,99.25,0,"","filler",0,10.5681166666667,60,"entailment"
"71","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",20,100,0,"","filler",0,26.7321666666667,65,"entailment"
"72","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",20,100,0,"","filler",0,10.2664333333333,76,"entailment"
"73","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",10,98.2,0,"","filler",0,5.24965,92,"entailment"
"74","101286e_filler","There are two challengers to these top dogs.","These top dogs face two challenges.",4,100,0,"","filler",0,55.48535,33,"entailment"
"75","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",24,24.15,0,"","filler",0,7.23558333333333,145,"contradiction"
"76","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",19,0,0,"","filler",1,29.98965,135,"contradiction"
"77","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",7,0.88,0,"","filler",1,7.22556666666667,8,"contradiction"
"78","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",5,0,0,"","filler",0,15.57955,108,"contradiction"
"79","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",12,0.04,0,"","filler",0,12.5652,109,"contradiction"
"80","101424c_filler","And uh, my parents and I had stopped many times in a little town called New Market, VA which was just a // little, // yeah it seemed like a halfway point.","We'd stop in California on the way to visiting our grandparents.",25,0.07,0,"","filler",0,9.99025,89,"contradiction"
